pk,comment,example,contributed_datapoint
8615,,,Olga Krasnoukhova 2013-12-22
8616,The use of copula is not obligatory (cf.Seifart 2005:64),,Olga Krasnoukhova 2013-12-22
8617,,,Olga Krasnoukhova 2013-12-22
8618,"Copula is a suffix attached to the predicate base. In certain conditions (most unmarked situations) copua is not present, a construction of juxtaposition is used (S.Danielsen, p.c.)",,Olga Krasnoukhova 2013-12-22
8619,Not obligatory but zhel and khi 'become' are allowed,,Simon van de Kerke 2014-06-03
8620,,,Olga Krasnoukhova 2013-12-22
8621,"(See Guillaume 2008, sections 4.6.3 and 11.1)",,Olga Krasnoukhova 2013-12-22
8622,ikilin achapunki kitaj 'quien es tu padre?',,Simon van de Kerke 2014-06-03
8623,,,Olga Krasnoukhova 2013-12-22
8624,,,Simon van de Kerke 2014-06-03
8625,,,Olga Krasnoukhova 2013-12-22
8626,Copula is present but it can be dropped (Dickinson 2002:159),,Olga Krasnoukhova 2013-12-22
8627,,,Simon van de Kerke 2013-10-01
8628,,,Olga Krasnoukhova 2013-12-22
8629,,,Olga Krasnoukhova 2013-12-22
8630,,,Olga Krasnoukhova 2013-12-22
8631,,,Olga Krasnoukhova 2013-12-22
8632,,,Simon van de Kerke 2013-10-01
8633,,,Olga Krasnoukhova 2013-12-22
8634,,,Olga Krasnoukhova 2013-12-22
8635,3sg not,,Simon van de Kerke 2014-06-03
8636,,,Simon van de Kerke 2013-10-01
8637,,,Olga Krasnoukhova 2013-12-22
8638,An example in Dixon (2004:339),,Olga Krasnoukhova 2013-12-22
8639,,,Olga Krasnoukhova 2013-12-22
8640,,,Simon van de Kerke 2014-06-03
8641,"Normally copula ni- 'be, exist' is not used with nominal predicates, however it is present if 'certain tense/aspect specifications are made' (Epps 2008:768)",,Olga Krasnoukhova 2013-12-22
8642,,,Olga Krasnoukhova 2013-12-22
8643,,,Simon van de Kerke 2013-10-01
8644,,,Olga Krasnoukhova 2013-12-22
8645,"Concluded from examples, e.g. (79) p.366 Certainty: ?",,Olga Krasnoukhova 2013-12-22
8646,Though there are examples of predicate nouns with no copula used. Certainty: ?,,Olga Krasnoukhova 2013-12-22
8647,"'There is a copula for nouns in the predicate function: names can be 'verbalized' by the addition of (person marker) + TMA' (L.N. Bacelar 2010, p.c.).",,Olga Krasnoukhova 2013-12-22
8648,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
8649,,,Olga Krasnoukhova 2013-12-22
8650,,,Olga Krasnoukhova 2013-12-22
8651,,,Simon van de Kerke 2013-10-01
8652,,,Olga Krasnoukhova 2013-12-22
8653,There is no copula verb in Mocoví (cf. Grondona 1998:15),,Olga Krasnoukhova 2013-12-22
8654,"Copula is used in constructions with alienable nouns as predicates and personal pronouns as subjects. Copula is not used when subjects are expressed by proper names, or when nominal predicates are inalienably possessed nouns (thus occuring with a personal possessive prefix) (cf. Terraza 2009:66)",,Olga Krasnoukhova 2013-12-22
8655,,,Olga Krasnoukhova 2013-12-22
8656,,,Olga Krasnoukhova 2013-12-22
8657,,,Simon van de Kerke 2014-06-03
8658,,,Simon van de Kerke 2013-10-01
8659,,,Pieter Muysken 2011-11-15
8660,,,Olga Krasnoukhova 2013-12-22
8661,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8662,,,Olga Krasnoukhova 2013-12-22
8663,Concluded from examples,,Olga Krasnoukhova 2013-12-22
8664,I good I (repeticion del pronombre),,Simon van de Kerke 2013-10-01
8665,,,Olga Krasnoukhova 2013-12-22
8666,,,Olga Krasnoukhova 2013-12-22
8667,,,Simon van de Kerke 2014-06-03
8668,,,Simon van de Kerke 2014-06-03
8669,,,Simon van de Kerke 2014-06-03
8670,,,Simon van de Kerke 2014-06-03
8671,tunshuwanka-sl huk general-si ka-rqa 'Tunshuhuanca était un général.',,Simon van de Kerke 2014-06-03
8672,,,Simon van de Kerke 2014-06-03
8673,,,Olga Krasnoukhova 2013-12-22
8674,,,Simon van de Kerke 2014-06-03
8675,"Copula is usually omitted when the verb is in the present tense, third person, and not bearing aspect. In other cases the use of copula is obligatory (cf. Cole 1982:67). The Q is answered as 'no' since here only present tense clauses are taken into accound and the obligatorily used copulas.",,Olga Krasnoukhova 2013-12-22
8676,not 3sg,,Simon van de Kerke 2014-06-03
8677,"As in other dialects, 3sg not expressed, carrier INFL",,Simon van de Kerke 2014-06-03
8678,not 3sg,,Simon van de Kerke 2014-06-03
8679,,,Simon van de Kerke 2014-06-03
8680,,,Simon van de Kerke 2014-06-03
8681,3sg copula deleted,,Simon van de Kerke 2014-06-03
8682,"There are no copulas, postposition serves the function (cf. Alves 2004:120).",,Olga Krasnoukhova 2013-12-22
8683,,,Simon van de Kerke 2013-10-01
8684,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
8685,,,Olga Krasnoukhova 2013-12-22
8686,,,Olga Krasnoukhova 2013-12-22
8687,Valenzuela (2003:333) notes that clauses with a missing copula also occur in spontaneous discourse.,,Olga Krasnoukhova 2013-12-22
8688,No copula with predicative nouns in simple present tense; copular is used with predicative nouns in all other tenses (copula follows the noun) (cf. Galucio 2001:183). See Galucio (2001:184) on copula in Mekens.,,Olga Krasnoukhova 2013-12-22
8689,clitics,,Simon van de Kerke 2013-10-01
8690,,,Pieter Muysken 2011-11-15
8691,,,Olga Krasnoukhova 2013-12-22
8692,,,Olga Krasnoukhova 2013-12-22
8693,,,Simon van de Kerke 2013-10-01
8694,"3rd person pronoun ha'e '(s)he/it' can function as a copula; it occurs between the subject NP and the nominal predicate. In case emphasis is put on the identity of the subject NP, the  pers.pronoun ha'e may occur before the two juxtaposed NPs (cf. González 2005:215).",,Olga Krasnoukhova 2013-12-22
8695,Copula is always preceded by the subject (cf. Guirardello 1999:123),,Olga Krasnoukhova 2013-12-22
8696,"Not obligatory, depends on the semantics of the statement (presentation, class membership, equation, etc) (Meira, p.c.)",,Olga Krasnoukhova 2013-12-22
8697,,,Pieter Muysken 2011-11-15
8698,,,Olga Krasnoukhova 2013-12-22
8699,,,Simon van de Kerke 2014-06-03
8700,,,Olga Krasnoukhova 2013-12-22
8701,,,Olga Krasnoukhova 2013-12-22
8702,,,Olga Krasnoukhova 2013-12-22
8703,In the present tense clauses no copula is used (cf. Faust & Loos 2002:27),,Olga Krasnoukhova 2013-12-22
8704,,,Olga Krasnoukhova 2013-12-22
8705,'my sickness',,Simon van de Kerke 2013-10-01
8706,,,Olga Krasnoukhova 2013-12-22
8707,Adjectives share many properties with nouns. About 40 underived adjectives (Overall 2007:138).,,Olga Krasnoukhova 2013-12-22
8708,,,Olga Krasnoukhova 2013-12-22
8709,Property concepts are expressed either by classificatory nouns or by intransitive verbs with the notional subject encoded by either subject or object pronominal markers (hareka-no [be.good-1SG.O] 'I am good' (cf. Facundes 2000:281).,,Olga Krasnoukhova 2013-12-22
8710,The number of adjectives seems small (cf. Frank 1990:19),,Olga Krasnoukhova 2013-12-22
8711,Lexemes and derived,,Simon van de Kerke 2013-10-01
8712,,,Olga Krasnoukhova 2013-12-22
8713,Adjectives in Karo constitute an open class (cf. Gabas 1999:61).,,Olga Krasnoukhova 2013-12-22
8714,,,Simon van de Kerke 2014-06-03
8715,,,Simon van de Kerke 2013-10-01
8716,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8717,,,Olga Krasnoukhova 2013-12-22
8718,Property concepts are expressed by verbs by means of a relative clause construction (cf. Nonato 2008:34).,,Olga Krasnoukhova 2013-12-22
8719,Adjectives of 'class III: derived forms' constitute the largest part of adjective class. They are derived from verbs and nouns by means of the nominalizer -no and/or with the attributive prefix ko- 'ATTR/with' or mo- 'PRIV/without'. The attributive prefix ko- generally derives verbs from nouns. The adjectives are then derived from these verbs by nominalization (cf. Danielsen 2007:168),,Olga Krasnoukhova 2013-12-22
8720,,,Simon van de Kerke 2014-06-03
8721,"The class of adjectives consists of about 50 items. Sakel (2003: 114) mentions that '[n]evertheless, many verbs convey similar notions'.",,Olga Krasnoukhova 2013-12-22
8722,"There are two different classes of adjectives in Cavineña: an open class of predicative adjectives and a closed class of attributive adjectives. Predicative adjectives function only as copula complements (and never as attributive modifers), but they are very often used attributively within (copula) relative clauses, while attributive adjectives function only as NP modifiers (and never predicatively) (cf. Guillaume 2008:61,465). Attributive adjectives constitute a closed class of 16 bare roots which belong to the following 4 semantic groups: dimension, age, color, and physical properties (cf. Guillaume 2008:73). Some of these adjectives are forms which partially overlap with predicative adjective forms for the same meaning. Predicative adjectives can express the same and other adjectival concepts (dimension, age, color, physical properties, human propensities, etc).",,Olga Krasnoukhova 2013-12-22
8723,,,Simon van de Kerke 2014-06-03
8724,"Nouns with a definite reference have a distinction between base and full form. Generally adjectives don't have the full form. In other words, the only difference between nouns and so-called adjectives is that the latter have less morphology (like gender/number suffix).",,Olga Krasnoukhova 2013-12-22
8725,,,Simon van de Kerke 2014-06-03
8726,,,Olga Krasnoukhova 2013-12-22
8727,"In Tsafiki, 'there is only one, undisputable, underived adjective wa 'big', which is probably related to the coverb owa 'grow' (Dickinson 2002:69)",,Olga Krasnoukhova 2013-12-22
8728,,,Simon van de Kerke 2013-10-01
8729,"The class of underived adjectives is very small. Many nominalized verbs serve the function of adjectives (Morse & Maxwell 1999:124). They most resemble nouns, however, noun and adj-s may be distinguished by the classifiers that appear (or fail to appear) on each (cf. Morse & Maxwell 1999:123,124).",,Olga Krasnoukhova 2013-12-22
8730,"There is a very small closed class of adjectaval roots in Desano that never occur with verbal endings but they do occur with classifiers. The adjectives are: age and dimension type. (Value, color - are verbal roots) (Miller 1999:51,125).",,Olga Krasnoukhova 2013-12-22
8731,"Rose (2003:44) distinguishes 2 classes of items with adjectival semantics: nominoides (human propensity and physical properties of humans; behaviour mainly as nominals) and attributifs (dimension, colour, value; behave like no other word class, need relativizers to modify nouns or to function as arguments, and sometimes need predicativizers to function as predicates). Certainty: ?",,Olga Krasnoukhova 2013-12-22
8732,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8733,,,Simon van de Kerke 2013-10-01
8734,,,Olga Krasnoukhova 2013-12-22
8735,,,Olga Krasnoukhova 2013-12-22
8736,,,Simon van de Kerke 2014-06-03
8737,,,Simon van de Kerke 2013-10-01
8738,"The class of adjectives is small (M.Crevels, p.c.) Certainty: ?",,Olga Krasnoukhova 2013-12-22
8739,"There is a closed class of 14 adjectives; also there is a derivational process of limited productivity for deriving adjectives from stative verbs (Dixon 2004:75,335). 'Adjectives are very similar to possessed nouns in their grammatical properties' (p.75)",,Olga Krasnoukhova 2013-12-22
8740,,,Olga Krasnoukhova 2013-12-22
8741,"H does not mention A as a class, but she talks about a 'modificador descriptivo' with its own place in the NP.",,Simon van de Kerke 2014-06-03
8742,,,Olga Krasnoukhova 2013-12-22
8743,,,Olga Krasnoukhova 2013-12-22
8744,'Kadiwéu does not have adjectives',,Simon van de Kerke 2013-10-01
8745,,,Olga Krasnoukhova 2013-12-22
8746,,,Olga Krasnoukhova 2013-12-22
8747,,,Olga Krasnoukhova 2013-12-22
8748,,,Olga Krasnoukhova 2013-12-22
8749,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
8750,,,Olga Krasnoukhova 2013-12-22
8751,,,Olga Krasnoukhova 2013-12-22
8752,"Adjectives not separately treated, but they seem to exist as an underived class (2?)",,Simon van de Kerke 2013-10-01
8753,"Fleck (2003:462) reports 58 adjective roots in Matsés. Matsés has a productive adjectivalization process, making the adjective class an open lexical class (which differs however from open classes as nouns and verbs by its relatively few number of roots). Dimension and speed notions are coded by adverbs instead of adjectives. Adjectives can be used as noun modifiers and as copular complements. 'In predicative constructions, adjectives must be clitized with one of a special subset of enclitics ('adjective-modifying enclitics'), which could be considered the adjectival inflections. These enclitics code intensification or de-intensification, large vs. small size (a sort of 'size-agreement comparable to adjectival gender agreement in Romance languages), and derogatory vs. complimentary' (Fleck 2003:462).",,Olga Krasnoukhova 2013-12-22
8754,,,Olga Krasnoukhova 2013-12-22
8755,,,Olga Krasnoukhova 2013-12-22
8756,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8757,"Share properties with nouns. The question of a separate class of adjectives requires further investigation, as well as the identification of the word class to which the property concepts belong (K.Haude, p.c.). Certainty: ?",,Olga Krasnoukhova 2013-12-22
8758,"A small number underived, but normally with all purpose -o",,Simon van de Kerke 2014-06-03
8759,,,Simon van de Kerke 2013-10-01
8760,,,Pieter Muysken 2011-11-15
8902,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8903,,,Olga Krasnoukhova 2013-12-22
8761,"Question is answered as 'nouns' taking into account property concepts used in attributive constructions (property words can be expressed predicatively (as verbs) or attributively (as possessed nouns), with the former being more common (J.Birchall, p.c.)). NB: “The notion of adjective is expressed by possessed nouns, derived nouns and noun clauses preceding the noun in a possessed NP” (Everett & Kern 1997:152)",,Olga Krasnoukhova 2013-12-22
8762,Not clear whether these are adjectives or stative verbs. See attributive use (ex.21a) on p.65. See Adelaar with Muysken (2004:136) for other examples. Certainty: ?,,Olga Krasnoukhova 2013-12-22
8763,,,Olga Krasnoukhova 2013-12-22
8764,"These adjectives have properties of nouns, i.e. they inflect for gender and number. One feature which adjectives do not share with nouns is 'possession' (cf. Vidal 2001:107). 'Some adjectives denoting 'dimension' inflect for gender and number, others inflect only for number, the masculine and the feminine having exactly the same form' (Vidal 2001:109).",,Olga Krasnoukhova 2013-12-22
8765,,,Simon van de Kerke 2013-10-01
8766,"Property concepts are mainly expressed by verbal roots which receive the attributive (nominalizing) prefix -i (cf. Girón 2008:167,233). However, there seem to be a small group of words expressing quality which do not take the attributive (nominalizing) prefix -i (cf. Girón 2008:155).",,Olga Krasnoukhova 2013-12-22
8767,See forth.article by S.Floyd arguing there is a class of adjectives in Ec.Q. Certainty: ?,,Olga Krasnoukhova 2013-12-22
8768,,,Simon van de Kerke 2014-06-03
8769,,,Simon van de Kerke 2014-06-03
8770,,,Simon van de Kerke 2014-06-03
8771,,,Simon van de Kerke 2014-06-03
8772,,,Simon van de Kerke 2014-06-03
8773,,,Simon van de Kerke 2014-06-03
8774,,,Olga Krasnoukhova 2013-12-22
8775,,,Simon van de Kerke 2014-06-03
8776,"Despite Cole (1982:99) statement that adjectives and nouns belong to one class, there are reasons (syntactic distribution?) to believe that Q. has a separate class of adjectives. Certainty: ?",,Olga Krasnoukhova 2013-12-22
8777,,,Simon van de Kerke 2014-06-03
8778,,,Simon van de Kerke 2014-06-03
8779,,,Simon van de Kerke 2014-06-03
8780,,,Simon van de Kerke 2014-06-03
8781,,,Simon van de Kerke 2014-06-03
8782,,,Simon van de Kerke 2014-06-03
8783,Property concepts are expressed by verbs,,Olga Krasnoukhova 2013-12-22
8784,,,Simon van de Kerke 2013-10-01
8785,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
8786,"There is a difference though between verbal 'adjectives' and verbs: reduplication process. Namely, verb reduplication 'makes the action repetitive while verbal adjective reduplication intensifies the qualities expressed by the verbal adjective'. (Araujo 2004:163).",,Olga Krasnoukhova 2013-12-22
8787,,,Olga Krasnoukhova 2013-12-22
8788,,,Olga Krasnoukhova 2013-12-22
8789,Adjectives are bound roots which have to occur with the 3rd person prefix.,,Olga Krasnoukhova 2013-12-22
8790,,,Simon van de Kerke 2013-10-01
8791,,,Pieter Muysken 2011-11-15
8792,Any adjective can be used without a nominal head in a NP (cf. Aikhenvald 2003:72),,Olga Krasnoukhova 2013-12-22
8793,,,Olga Krasnoukhova 2013-12-22
8794,,,Simon van de Kerke 2013-10-01
8795,"González (2005:128) notes that “Tapiete does not have a clear lexical category adjective. Instead, adjectives share with inactive verbs a number of verbal morphological features such as the set of person markers, aspect, as well as derivational morphology as the nominalizing suffix -wa ~ -a 'NMLZ'”. Certainty: ?",,Olga Krasnoukhova 2013-12-22
8796,,,Olga Krasnoukhova 2013-12-22
8797,"If we define adjectives as having the prototypical function of modification, then there is no class of adjectives (Sérgio Meira, p.c.)",,Olga Krasnoukhova 2013-12-22
8798,,,Pieter Muysken 2011-11-15
8799,There are no underived adjectives; the words which have function usually assigned to adjectives can be devided into noun-like and verb-like (cf. Olawsky 2006:308).,,Olga Krasnoukhova 2013-12-22
8800,,,Simon van de Kerke 2014-06-03
8801,"Romero-Figeroa (1997:42,49) mentions that there is no clear-cut distinction between nouns and adjectives. Warao nouns may function as (adjective-like) attributives modifying other nouns in NPs, they are always posthead in that case. [OK: However, not much information/example available to determine whether adjectives are indeed indistinguishable from nouns.] Certainty: ?",,Olga Krasnoukhova 2013-12-22
8802,Classifiers function much like adjectives in M. (cf. Eberhard 2009:330). Typical adjectival qualities are expressed by verbs. These take the same morphology as verbs and behave like intransitive verbs in the language. Such verbal roots are not found on their own to modify a noun (Eberhard 2009:364).,,Olga Krasnoukhova 2013-12-22
8803,,,Olga Krasnoukhova 2013-12-22
8804,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8805,,,Olga Krasnoukhova 2013-12-22
8806,,,Simon van de Kerke 2013-10-01
8807,Adj-s are verby,,Olga Krasnoukhova 2013-12-22
8808,,,Olga Krasnoukhova 2013-12-22
8809,,,Olga Krasnoukhova 2013-12-22
8810,,,Olga Krasnoukhova 2013-12-22
8811,,,Olga Krasnoukhova 2013-12-22
8812,,,Simon van de Kerke 2013-10-01
8813,,,Olga Krasnoukhova 2013-12-22
8814,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8815,,,Simon van de Kerke 2014-06-03
8816,,,Simon van de Kerke 2013-10-01
8817,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8818,,,Olga Krasnoukhova 2013-12-22
8819,,,Olga Krasnoukhova 2013-12-22
8820,,,Olga Krasnoukhova 2013-12-22
8821,,,Simon van de Kerke 2014-06-03
8822,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8894,"Concluded from text available in Adelaar with Muysken (2004:583, referring to Fernández Garay 1997, 1998, p.c. and to Casamiquela 1992).",,Olga Krasnoukhova 2013-12-22
8895,,,Simon van de Kerke 2013-10-01
8896,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8897,,,Olga Krasnoukhova 2013-12-22
8898,"Word for 'big 'is a noun (cf. S.Meira, p.c.)",,Olga Krasnoukhova 2013-12-22
8899,,,Pieter Muysken 2011-11-15
8823,"There are two different classes of adjectives in Cavineña: an open class of predicative adjectives and a closed class of attributive adjectives. Predicative adjectives function only as copula complements (and never as attributive modifers), but they are very often used attributively within (copula) relative clauses, while attributive adjectives function only as NP modifiers (and never predicatively) (cf. Guillaume 2008:61,465). Attributive adjectives constitute a closed class of 16 bare roots which belong to the following 4 semantic groups: dimension, age, color, and physical properties (cf. Guillaume 2008:73). Some of these adjectives are forms which partially overlap with predicative adjective forms for the same meaning. Predicative adjectives can express the same and other adjectival concepts (dimension, age, color, physical properties, human propensities, etc).",,Olga Krasnoukhova 2013-12-22
8824,tutu ; grande,,Simon van de Kerke 2014-06-03
8825,,,Olga Krasnoukhova 2013-12-22
8826,,,Simon van de Kerke 2014-06-03
8827,,,Olga Krasnoukhova 2013-12-22
8828,"In Tsafiki, 'there is only one, undisputable, underived adjective wa 'big', which is probably related to the coverb owa 'grow' (Dickinson 2002:69)",,Olga Krasnoukhova 2013-12-22
8829,,,Simon van de Kerke 2013-10-01
8830,,,Olga Krasnoukhova 2013-12-22
8831,"There is a very small closed class of adjectaval roots in Desano that never occur with verbal endings but they do occur with classifiers. The adjectives are: age and dimension type. (Value, color -are verbal roots) (Miller 1999:51,125).",,Olga Krasnoukhova 2013-12-22
8832,"Rose (2003:44) distinguishes 2 classes of items with adjectival semantics: nominoides (human propensity and physical properties of humans; behaviour mainly as nominals) and attributifs (dimension, colour, value; behave like no other word class, need relativizers to modify nouns or to function as arguments, and sometimes need predicativizers to function as predicates).",,Olga Krasnoukhova 2013-12-22
8833,,,Olga Krasnoukhova 2013-12-22
8834,,,Simon van de Kerke 2013-10-01
8835,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8836,,,Olga Krasnoukhova 2013-12-22
8837,,,Simon van de Kerke 2014-06-03
8838,,,Simon van de Kerke 2013-10-01
8839,,,Olga Krasnoukhova 2013-12-22
8840,There are also verbs relating to dimension (cf. Dixon 2004:337).,,Olga Krasnoukhova 2013-12-22
8841,,,Olga Krasnoukhova 2013-12-22
8842,,,Simon van de Kerke 2014-06-03
8843,,,Olga Krasnoukhova 2013-12-22
8844,,,Olga Krasnoukhova 2013-12-22
8845,,,Simon van de Kerke 2013-10-01
8846,,,Olga Krasnoukhova 2013-12-22
8847,,,Olga Krasnoukhova 2013-12-22
8848,,,Olga Krasnoukhova 2013-12-22
8849,,,Olga Krasnoukhova 2013-12-22
8850,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
8851,Words denoting dimension are mainly lexemes.,,Olga Krasnoukhova 2013-12-22
8852,,,Olga Krasnoukhova 2013-12-22
8853,,,Simon van de Kerke 2013-10-01
8854,"Most of property concepts encoding dimension are adverbs, plus there are 2 noun phrase enclitics (-mpi 'small', -dapa 'large') (cf. Fleck 2003:463).",,Olga Krasnoukhova 2013-12-22
8855,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8856,,,Olga Krasnoukhova 2013-12-22
8857,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8858,"The question of a separate class of adjectives requires further investigation, as well as the identification of the word class to which the property concepts belong (K.Haude, p.c.). Certainty: ?",,Olga Krasnoukhova 2013-12-22
8859,,,Simon van de Kerke 2014-06-03
8860,,,Simon van de Kerke 2013-10-01
8861,,,Pieter Muysken 2011-11-15
8862,"Question is answered as 'nouns' taking into account property concepts used in attributive constructions (property words can be expressed predicatively (as verbs) or attributively (as possessed nouns), with the former being more common (J.Birchall, p.c.)). NB: “The notion of adjective is expressed by possessed nouns, derived nouns and noun clauses preceding the noun in  a possessed NP” (Everett & Kern 1997:152)",,Olga Krasnoukhova 2013-12-22
8863,,,Olga Krasnoukhova 2013-12-22
8864,"'Big' is a noun, 'small', 'deep' are adverbs.",,Olga Krasnoukhova 2013-12-22
8865,"These adjectives have properties of nouns, i.e. they inflect for gender and number. One feature which adjectives do not share with nouns is 'possession' (cf. Vidal 2001:107). 'Some adjectives denoting 'dimension' inflect for gender and number, others inflect only for number, the masculine and the feminine having exactly the same form' (Vidal 2001:109).",,Olga Krasnoukhova 2013-12-22
8866,,,Simon van de Kerke 2013-10-01
8867,,,Olga Krasnoukhova 2013-12-22
8868,,,Olga Krasnoukhova 2013-12-22
8869,,,Simon van de Kerke 2014-06-03
8870,,,Simon van de Kerke 2014-06-03
8871,,,Simon van de Kerke 2014-06-03
8872,,,Simon van de Kerke 2014-06-03
8873,,,Simon van de Kerke 2014-06-03
8874,,,Simon van de Kerke 2014-06-03
8875,,,Olga Krasnoukhova 2013-12-22
8876,,,Simon van de Kerke 2014-06-03
8877,,,Olga Krasnoukhova 2013-12-22
8878,,,Simon van de Kerke 2014-06-03
8879,,,Simon van de Kerke 2014-06-03
8880,,,Simon van de Kerke 2014-06-03
8881,,,Simon van de Kerke 2014-06-03
8882,,,Simon van de Kerke 2014-06-03
8883,,,Simon van de Kerke 2014-06-03
8884,,,Olga Krasnoukhova 2013-12-22
8885,,,Simon van de Kerke 2013-10-01
8886,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
8887,,,Olga Krasnoukhova 2013-12-22
8888,,,Olga Krasnoukhova 2013-12-22
8889,,,Olga Krasnoukhova 2013-12-22
8890,"For example:  i-perek 'someone/something long' :  ua perek 'long lagoon' (the letter u stands for the high central vowel in Mekens ortography) (V.Galucio, p.c.)",,Olga Krasnoukhova 2013-12-22
8891,,,Simon van de Kerke 2013-10-01
8892,,,Pieter Muysken 2011-11-15
8893,Any adjective can be used without a nominal head in a NP (cf. Aikhenvald 2003:72),,Olga Krasnoukhova 2013-12-22
8900,,,Olga Krasnoukhova 2013-12-22
8901,,,Simon van de Kerke 2014-06-03
8904,,,Olga Krasnoukhova 2013-12-22
8905,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8906,,,Olga Krasnoukhova 2013-12-22
8907,,,Simon van de Kerke 2013-10-01
8908,,,Olga Krasnoukhova 2013-12-22
8909,,,Olga Krasnoukhova 2013-12-22
8910,,,Olga Krasnoukhova 2013-12-22
8911,,,Olga Krasnoukhova 2013-12-22
8912,,,Olga Krasnoukhova 2013-12-22
8913,,,Simon van de Kerke 2013-10-01
8914,,,Olga Krasnoukhova 2013-12-22
8915,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8916,,,Simon van de Kerke 2014-06-03
8917,,,Simon van de Kerke 2013-10-01
8918,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8919,,,Olga Krasnoukhova 2013-12-22
8920,,,Olga Krasnoukhova 2013-12-22
8921,,,Olga Krasnoukhova 2013-12-22
8922,,,Simon van de Kerke 2014-06-03
8923,,,Olga Krasnoukhova 2013-12-22
8924,"There are two different classes of adjectives in Cavineña: an open class of predicative adjectives and a closed class of attributive adjectives. Predicative adjectives function only as copula complements (and never as attributive modifers), but they are very often used attributively within (copula) relative clauses, while attributive adjectives function only as NP modifiers (and never predicatively) (cf. Guillaume 2008:61,465). Attributive adjectives constitute a closed class of 16 bare roots which belong to the following 4 semantic groups: dimension, age, color, and physical properties (cf. Guillaume 2008:73). Some of these adjectives are forms which partially overlap with predicative adjective forms for the same meaning. Predicative adjectives can express the same and other adjectival concepts (dimension, age, color, physical properties, human propensities, etc).",,Olga Krasnoukhova 2013-12-22
8925,tumii ; joven,,Simon van de Kerke 2014-06-03
8926,,,Olga Krasnoukhova 2013-12-22
8927,,,Simon van de Kerke 2014-06-03
8928,,,Olga Krasnoukhova 2013-12-22
8929,NB: These are coverbs (require nominalization to occur attributively),,Olga Krasnoukhova 2013-12-22
8930,,,Simon van de Kerke 2013-10-01
8931,,,Olga Krasnoukhova 2013-12-22
8932,"There is a very small closed class of adjectaval roots in Desano that never occur with verbal endings but they do occur with classifiers. The adjectives are: age and dimension type. (Value, color -are verbal roots) (Miller 1999:51,125).",,Olga Krasnoukhova 2013-12-22
8933,"Rose (2003:44) distinguishes 2 classes of items with adjectival semantics: nominoides (human propensity and physical properties of humans; behaviour mainly as nominals) and attributifs (dimension, colour, value; behave like no other word class, need relativizers to modify nouns or to function as arguments, and sometimes need predicativizers to function as predicates).",,Olga Krasnoukhova 2013-12-22
8934,,,Olga Krasnoukhova 2013-12-22
8935,,,Simon van de Kerke 2013-10-01
8936,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8937,,,Olga Krasnoukhova 2013-12-22
8938,,,Simon van de Kerke 2014-06-03
8939,,,Simon van de Kerke 2013-10-01
8940,,,Olga Krasnoukhova 2013-12-22
8941,,,Olga Krasnoukhova 2013-12-22
8942,,,Olga Krasnoukhova 2013-12-22
8943,,,Simon van de Kerke 2014-06-03
8944,,,Olga Krasnoukhova 2013-12-22
8945,,,Olga Krasnoukhova 2013-12-22
8946,,,Simon van de Kerke 2013-10-01
8947,,,Olga Krasnoukhova 2013-12-22
8948,,,Olga Krasnoukhova 2013-12-22
8949,,,Olga Krasnoukhova 2013-12-22
8950,,,Olga Krasnoukhova 2013-12-22
8951,,,Simon van de Kerke and Olga Krasnoukhova 2011-08-11
8952,Words denoting dimension are mainly lexemes.,,Olga Krasnoukhova 2013-12-22
8953,,,Olga Krasnoukhova 2013-12-22
8954,,,Simon van de Kerke 2013-10-01
8955,NB: Age can also be encoded by several nouns (cf. Fleck 2003:463).,,Olga Krasnoukhova 2013-12-22
8956,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8957,,,Olga Krasnoukhova 2013-12-22
8958,Certainty: ?,,Olga Krasnoukhova 2013-12-22
8959,"The question of a separate class of adjectives requires further investigation, as well as the identification of the word class to which the property concepts belong (K.Haude, p.c.). Certainty: ?",,Olga Krasnoukhova 2013-12-22
8960,,,Simon van de Kerke 2014-06-03
